url;country;date;Fahrzeughalter;HU/AU neu;Garantie;Scheckheftgepflegt;Nichtraucherfahrzeug;Marke;Modell;Angebotsnummer;Erstzulassung;Außenfarbe;Lackierung;Innenausstattung;Karosserieform;Anzahl Türen;Sitzplätze;Getriebeart;Hubraum;Kraftstoff;Schadstoffklasse;Feinstaubplakette;Leistung;Kilometerstand;Getriebe;Kraftstoffverbr.*;Ausstattung;haendler;ort;price;Winterreifen;Einparkhilfe selbstlenkendes System;TV;Navigationssystem;Sitzheizung;Einparkhilfe Sensoren hinten;Fahrerairbag;teilb. Rücksitzbank;Notrufsystem;Start/Stop-Automatik;Verkehrszeichenerkennung;Lichtsensor;Beheizbares Lenkrad;Dachreling;Getönte;Zentralverriegelung mit Funkfernbedienung;ESP;Head-up display;Wegfahrsperre;Totwinkel-Assistent;LED-Scheinwerfer;Schlüssellose Zentralverriegelung;Klimaanlage;Luftfederung;Sportsitze;Tagfahrlicht;Massagesitze;ABS;Skisack;Armlehne;Kurvenlicht;Alarmanlage;Einparkhilfe Kamera;Beifahrerairbag;Klimaautomatik;Behindertengerecht;Schaltwippen;Tempomat;Isofix;Nebelscheinwerfer;Traktionskontrolle;Tuning;Notbremsassistent;Rechtslenker;Windschott(für Cabrio);Beheizbare Frontscheibe;Regensensor;Radio;LED-Tagfahrlicht;MP3;Lordosenstütze;Standheizung;Schiebedach;Bordcomputer;Scheiben;Sprachsteuerung;Lederlenkrad;Schiebetür;Einparkhilfe Sensoren vorne;Sportfahrwerk;Reifendruckkontrollsystem;Berganfahrassistent;Elektrische Seitenspiegel;Seitenairbag;USB;Katalysator;Kopfairbag;Elektr. Fensterheber;Zentralverriegelung;Müdigkeitswarnsystem;Nachtsicht-Assistent;Xenonscheinwerfer;Servolenkung;Elektrische Sitze;Elektrische Heckklappe;Sportpaket;Multifunktionslenkrad;Bluetooth;DAB-Radio;Panoramadach;Anhängerkupplung;Freisprecheinrichtung;Abstandstempomat;Spurhalteassistent;Sitzbelüftung;Touchscreen;Alufelgen;Airbag hinten;CD;Soundsystem;HU Prüfung;Schlüsselnummer;Farbe laut Hersteller
/angebote/bmw-120-i-advantage-navi-led-hifi-keyless-1-hand-benzin-grau-99a8d970-9f51-4dd0-8069-cfda4d44f213;Deutschland;2020-04-04 21:10:22.983258;1;Ja;False;;;BMW;120;YH17640;2018;Grau;Metallic;Stoff, Schwarz;Limousine;4;5;Automatik;1.998 cm³;Benzin;Euro 6;4 (Grün);135 kW / 184 PS;7.430 km;Automatik;5.5 l/100 km (komb);49 Ausstattungsmerkmale;True;70499 Stuttgart;22990;False;False;False;True;True;True;True;False;True;True;False;True;False;False;False;False;True;False;True;False;True;True;True;False;False;True;False;True;False;True;False;False;True;True;True;False;False;True;True;True;True;False;False;False;False;False;True;True;True;False;True;False;False;True;False;True;True;False;True;False;True;True;True;True;True;False;False;True;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;True;False;True;True;;;
/angebote/bmw-120-i-advantage-xenon-schiebedach-komfort-paket-benzin-blau-727e5389-baa0-4fbf-a351-0b3ecb8b3f75;Deutschland;2020-04-04 21:10:23.914737;3;;False;;;BMW;120;PG70597;2009;Blau;Metallic;Stoff, Schwarz;Limousine;2;5;Schaltgetriebe;1.995 cm³;Benzin;Euro 5;4 (Grün);125 kW / 170 PS;85.250 km;Schaltgetriebe;8.0 l/100 km (komb);41 Ausstattungsmerkmale;True;90441 Nürnberg;8510;False;False;False;False;True;True;True;False;False;True;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;True;False;True;False;True;False;True;True;False;False;False;True;True;False;False;True;True;False;False;False;True;True;False;True;False;True;False;False;False;False;True;False;True;True;;;
/angebote/bmw-120-1er-xdrive-sport-aut-m-sport-diesel-grau-4debee4e-6438-42db-a9a6-42f834cc0339;Deutschland;2020-04-04 21:10:24.830953;1;;False;;;BMW;120;;2016;Grau;;;Limousine;5;5;Automatik;1.995 cm³;Diesel;Euro 6;;;;;;;True;07806 Neustadt;11250;False;False;False;False;False;True;True;False;True;True;False;True;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;True;False;True;False;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;True;True;False;True;False;False;False;True;False;False;True;False;False;True;True;True;True;True;True;False;True;True;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;True;False;True;False;;0005/CAG;
/angebote/bmw-120-i-advantage-aut-navi-pdc-business-paket-alu-benzin-schwarz-5d7d6887-12ee-449f-92e1-d34e14b905ca;Deutschland;2020-04-04 21:10:25.837946;1;;False;;;BMW;120;YJ91799;2018;Schwarz;;Stoff, Schwarz;Limousine;4;5;Automatik;1.998 cm³;Benzin;Euro 6;4 (Grün);135 kW / 184 PS;27.987 km;Automatik;5.5 l/100 km (komb);43 Ausstattungsmerkmale;True;90441 Nürnberg;19950;False;False;False;True;True;True;True;False;True;True;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;True;True;True;False;True;False;False;True;False;False;True;False;True;False;True;False;True;True;False;False;False;True;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;True;False;True;True;;;
/angebote/bmw-120-i-aut-eu6dt-m-sport-shadow-led-navi-leder-shz-pdc-benzin-grau-11583936-9997-40e4-9fc7-ca1c42a21078;Deutschland;2020-04-04 21:10:26.882008;1;Ja;False;;;BMW;120;374;2019;Grau;Metallic;Vollleder, Schwarz;Limousine;5;5;Automatik;1.998 cm³;Benzin;Euro 6d-TEMP;4 (Grün);135 kW / 184 PS;13.700 km;Automatik;5.9 l/100 km (komb);55 Ausstattungsmerkmale;True;75438 Knittlingen;23990;False;False;False;True;True;True;True;False;True;True;True;True;False;False;False;False;True;False;True;False;True;True;True;False;True;True;False;True;False;True;False;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;True;True;True;True;True;False;False;True;False;True;True;False;True;True;True;True;True;True;True;True;False;True;True;False;False;True;True;False;False;True;True;True;False;False;False;True;False;False;False;False;True;False;True;False;;0005/CHX;mineralgrau
/angebote/bmw-120-i-advantage-aut-navi-pdc-business-paket-alu-benzin-schwarz-86da5d3c-9368-4444-b67b-9671d98929d7;Deutschland;2020-04-04 21:10:27.787261;1;;False;;;BMW;120;YJ91799;2018;Schwarz;;Stoff, Schwarz;Limousine;4;5;Automatik;1.998 cm³;Benzin;Euro 6;4 (Grün);135 kW / 184 PS;27.987 km;Automatik;5.5 l/100 km (komb);43 Ausstattungsmerkmale;True;70499 Stuttgart;19950;False;False;False;True;True;True;True;False;True;True;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;True;True;True;False;True;False;False;True;False;False;True;False;True;False;True;False;True;True;False;False;False;True;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;True;False;True;True;;;
/angebote/bmw-120-ia-m-sport-navi-pdc-shz-alarm-benzin-schwarz-f9215a0c-b41d-4aa2-b07a-67ddb4903e9f;Deutschland;2020-04-04 21:10:28.818606;2;;False;;;BMW;120;WV00675;2017;Schwarz;Metallic;Vollleder, Schwarz;Limousine;4;5;Automatik;1.998 cm³;Benzin;Euro 6;4 (Grün);135 kW / 184 PS;30.482 km;Automatik;5.5 l/100 km (komb);48 Ausstattungsmerkmale;True;90441 Nürnberg;21050;False;False;False;True;True;True;True;False;True;True;True;True;False;False;False;False;True;False;True;False;True;True;True;False;True;False;False;True;False;True;False;True;False;True;True;False;False;True;True;True;True;False;False;False;False;False;True;True;False;False;True;False;False;True;False;False;True;False;True;True;True;True;True;True;True;False;False;True;True;False;False;False;True;False;False;True;True;True;False;False;False;True;False;False;False;False;True;False;True;False;;;
/angebote/bmw-120-d-advantage-glasdach-navi-alu-pdc-shz-diesel-braun-946c1ffe-4d11-40ef-833e-e2f724438674;Deutschland;2020-04-04 21:10:29.841259;2;;False;;;BMW;120;RM92810;2016;Braun;Metallic;Stoff, Schwarz;Limousine;4;5;Schaltgetriebe;1.995 cm³;Diesel;Euro 6;4 (Grün);140 kW / 190 PS;44.468 km;Schaltgetriebe;4.1 l/100 km (komb);47 Ausstattungsmerkmale;True;90441 Nürnberg;15000;False;False;False;True;True;True;True;False;True;True;False;True;True;False;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;True;False;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;True;True;False;False;True;False;True;True;False;False;True;False;True;False;True;False;True;True;True;False;False;True;True;False;False;False;True;False;False;False;True;True;False;True;False;True;False;False;False;False;True;False;True;True;;;
/angebote/bmw-120-da-advantage-navi-led-acc-pdcv-h-temp-e6-diesel-schwarz-08289df9-4820-40aa-9629-df4b55676e28;Deutschland;2020-04-04 21:10:30.766818;1;Ja;False;;;BMW;120;01303;2017;Schwarz;Metallic;Stoff, Grau;Limousine;5;5;Automatik;1.995 cm³;Diesel;Euro 6;4 (Grün);140 kW / 190 PS;112.000 km;Automatik;3.9 l/100 km (komb);47 Ausstattungsmerkmale;True;63303 Dreieich;16650;False;False;False;True;True;True;True;False;False;True;True;True;False;False;False;False;True;False;True;False;True;False;True;False;True;True;False;True;False;True;False;True;False;True;True;False;False;True;True;True;True;False;False;False;False;False;True;True;True;True;True;False;False;True;False;False;True;False;True;False;True;False;True;True;True;False;False;True;True;False;False;False;True;False;False;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;;0005/CAC;BLACK SAPPHIRE METALLIC
/angebote/bmw-120-i-m-sport-aut-navi-schiebedach-kamera-benzin-grau-77242a1e-27ce-4a06-b4da-596ed0289006;Deutschland;2020-04-04 21:10:31.797779;2;;False;;;BMW;120;EW83060;2017;Grau;Metallic;Vollleder, Schwarz;Limousine;4;5;Automatik;1.998 cm³;Benzin;Euro 6;4 (Grün);135 kW / 184 PS;11.786 km;Automatik;5.5 l/100 km (komb);52 Ausstattungsmerkmale;True;70499 Stuttgart;22790;False;False;False;True;True;True;True;False;True;True;False;True;False;False;False;False;True;False;True;False;False;True;True;False;True;True;False;True;False;True;False;True;True;True;True;False;False;True;True;True;True;False;False;False;False;False;True;True;True;False;True;False;True;True;False;True;True;False;True;True;True;True;True;True;True;False;False;True;True;False;False;False;True;True;False;True;True;True;False;False;False;True;False;False;False;False;True;False;True;False;;;
